Nama Tempat,Ulasan,Rating
,View yg luar biasa ,4
,Salah spot untuk melihat sunset di kota Balige ,4
,pemandangan ke bawah sangatlah indah ,5
,Sejuk senja di sore hari ,5
,Cantik betul lah tempat ini ,5
,"Tempat yang paling oke yang pernah saya kunjungi, kita bisa melihat pemdangan danau toba dari atas bukit dan yang pasti spot poto yang instagramebel ",5
,"Tempat yang bagus untuk dikunjungi, tapi alangkah lebih baik kalau pengunjung memerhatikan sampah masing-masing ",5
,Tempat lumayan exotic.klo boleh buat homestay yg gak usah mahal agar bisa berlama lama disini ,4
,"Pemandangan ke Danau Toba dari Dataran Tinggi Kampung Tarabunga, sangat luarbiasa dengan latar belakang beberapa tugu pemakaman Para Leluhur Penduduk Asli Lokal.... ",5
,"View-nya sangat bagus, dari bukit tara bunga kita dapat melihat mentangan danau toba yang sangat luas. ",4
,Tempat nya ok untuk spot selfie dengan pemandangan danau toba dan pulau samosir sayang banyaknya makam di sini jadi merusak pemandangan ,3
,Kereeen. Gak bakalan bosan lihat pemandangan dari bukit ini. Cuaca disana juga sejuk. Tapi jalan kesana cenderung sempit. ,5
,Tempat yg indah memandang danau toba ,5
,Keren banget view toba dari sini ,5
,Lokasi yg begitu bagus untuk menikmati indahnya pemandangan danau toba. ,5
,"Cukup mantap,sangat mantap,Mantap kaliii ",5
,"Salah satu spot photo yang sangat bagus dan masih alami, pokoknya mantap dan keren ",5
,Dangat indah utk sunset dan sunrise ,5
,Indah pemandangan dan pulau samosir dari sini.. Serta sore hari bisa melihat sunset.. ,1
,"Sayang tempatnya kurang diperhatikan pemkab tobasa,padahal lokasi bagus pemandangan.. ",3
,Tempat bagus untuk wisata keluarga dan bagus untuk berfoto bagi yg suka fotografer wajib ketempat ini ,5
,Tarabunga dengan hamparan padang rumput yg luas view dolok tolong dan danau toba sungguh memanjakan mata. BEAUTIFUL PLACE ,5
,Nikmati sisi lain indahnya danau toba. Dan sejuknya udara pagi disini ,4
,Menikmati pemandangan danau Toba dari sisi lain. Good view ,5
,"View nya kece abis.
Paling pas waktu kemari untuk melihar sunset ",3
,Viewnya luar biasa ibdahnya serasa diluar negeri litle house ,4
,Pemandangannya bagus ,5
,"Keren, suasana nya hijau serta terdapat panorama bukit dan danau toba ",5
,"Pemandangan nya bagus,, udara sejuk ",4
,"View danau tobanya sangat bagus, sayangnya diarea perkuburan ",4
,Tempat yang bagus dengan panorama diatas ketinggian danau Toba ,5
,Terbaik pemandangannya walau sekitarnya pemakaman Dan gratisssss ,5
,Pemandangan yang sangat indah bisa dilihat dari atas bukit ini ,5
,"Pemandangan sejuk nan segar, cocok buat camping ",5
,Kurang di explore oleh pemerintah setempat... Padahal lok nya bagus... Prasaranya minim ,3
,"Tidak memiliki bangunan untuk para pengunjung , jalan masuk tidak baik. ",1
,"Tempat ini begitu indah, pemandangan yang tak dapat ditemukan dimananpun. ",5
,Menanti sunset di tarabunga Balige ,5
,👌👌👌 … ,5
,View nya keren. Apalagi pas dpat sunset ,4
,"Jatuh cinta dgn tempat ini.
Ma Sya Allah...
Bagus bgt tempatnya ",5
,"Tempatnya bagus, enak untuk memandang ",5
,Daerah lelyhur sambat dalan buyutnya sampe mengarungi samudra ke Negara Timor Leste ,1
,Gak nyesal deh . Tapi harus kebawah ya . Air nya bersih nya gak ketulungan ,5
,Pemandangannya ok bgnt👍🏼 … ,5
,"Lumayan bagus,cuman gak terawat. ",3
,Pemandangan nya indah. Mengarah dananau toba ,4
,Keren sih... Tapi penataan nya kurang ,5
,"Tempatnya begitu sangat indah, Amazing... ",5
,"Hampir sama Huta Ginjang, cuman belum ditata... ",3
,"Wow,.. Pemandangan indah sekali,. ",5
,"Lokasinya Mantaplah, tapi Ya ada  makam ",5
,"Tinggal poles dikit,  lgsg cusss.... ",3
,Tempat yang sangat sejuk dan indah ,5
,Pandangan danau Toba sangat  menakjubkan dilihat dari sini ,4
,Bagus ,4
,Tempat yang sangat indah ,5
,Pemandangannya sangat indah ,5
,Pemandangan yg indah👍🏻🙏🏻 … ,4
,Tempat yang Indah.. ,5
,Tara bunga sangat indah dan sejuk ,5
,Bukit yang Indah di pinggir danau Toba. ,5
,Kurang terawat tempatnya ,3
,View nya bagus ,3
,Pemandangan alam yang indah. ,5
,Sangat indah puncaknya ,5
,Oke lah ,3
,Agak banyak sampah coy.. ,3
,"Cantik,tapi kalau siang panas ",3
,Udaranya sejuk ,5
,Cocok buat kluArgs ,5
,😊👍 … ,4
,Memandang danau toba dari balige ,5
,👍 … ,5
,Indahnya pemandangan ,5
,Pemandangan ny indah ,5
,Kurang terawat ,3
,😋😘😘 … ,5
,Favorit spot setiap pulkam ,5
,Serasa pemandangan eropa ,5
,Tempat yang indah untuk refresing ,4
,Direkomendasikan untuk di kunjungi👍👍 … ,5
,Sangat bagus ,5
,Panas. ,2
,Pemandangan nya indah ,5
,Bagus dan indah ,5
,Tempat nya indah ,4
,Pemandangan indah ,5
,"Keren, Instagramable! ",5
,Sunset mantap ,5
,Balige like Bali ,5
,Bagus ,5
,Mantap bangetttttttt ,5
,Luar biasa ,5
,Keren ,5
,Asik ,5
,Indah banget ,5
,Mantap ,5
,Waw ,5
,Sungguh indah ,5
,MANTAP JIWA ,5
,sangat indah ,5
,Indahhhhhh ,5
,Pemandangannya indah ,4
,Indah pemandangannya ,5
,Bagus ,5
,"Cemeteries on the top of the hills, amazing view directly to Lake Toba, definitely a must-visit around Balige  Lainnya",5
,"My fav place to relax, chill and eat my gorengan. Always come back here for quality time with my loved one.  Lainnya",5
,Alternative tourism spot of Lake Toba Panoramic view. This place is so beautiful and little crowd at the weekend with local people  Lainnya,5
,"Amazing view, plus theres a lot of tombs with christian decorations that looked cool and all  Lainnya",5
,Beautiful scenery  Lainnya,5
,Bunga Tara memiliki pemandangan yang indah untuk melihat kawasan danau Toba dari tempat yang t …  Lainnya,5
,A part View of Toba Lake from Tara Bunga Spot... Nice place...😃😃 …  Lainnya,4
,Enjoy Lake Toba panorama from Tarabunga and also many Batak's graves building there  Lainnya,5
,"lumayan bagus buat foto2. banyak angin, you'll have messy hair here lol. but the breeze is good. but it is what it is, nothing else but a hill. should we say nothing hill?  Lainnya",5
,"Location on the shores of Lake Toba. The scenery in this place is very beautiful, like a natural painting. From this place looks hilly around Lake Toba, from this place also seen the island of Samosir. However, the place to this location, …  Lainnya",5
,Beautiful view of Lake Toba.  Lainnya,5
,Great place to enjoy beautiful scenery of lake Toba. But only for quick stop since there is no parking lot or cafe here.  Lainnya,5
,Nice view  Lainnya,5
,"Rich views, lake Toba from above, sorrounding by rice field, mountain view on the other side. One of the best spot in Tobasa.  Lainnya",5
,Beautiful ,5
,Awesome view 🗻 …  Lainnya,5
,Very nice to see the beauty of the lake in panoramic view.  Lainnya,5
,So beautiful place. Nice view.! 😄 …  Lainnya,4
,To see more best place in Samosir follow my instagram @novaursulashnn  Lainnya,5
,Stunning view  Lainnya,5
,"Beautiful view, the road is good as well.  Lainnya",5
,Amazing  Lainnya,5
,Rubbish anywhere!  Lainnya,4
,Other beautiful side of Town Lake ,5
,Less well known photo spots  Lainnya,5
,Beautiful nature panorama... 😘 … ,5
,Sebuah bukit dengan pemandanga …  Lainnya,5
,Nice place for picnic  Lainnya,5
,Great place  Lainnya,3
,Nice view  Lainnya,3
,Ok  Lainnya,5
,Wonderfull ,5
,beautiful scenery  Lainnya,5
,Good  Lainnya,5
,Nice  Lainnya,4
,Amazing  Lainnya,4
,Nice view  Lainnya,5
,wonderfull place  Lainnya,5
,Udaranya sejuk ,4
,Poor of maintenance ,5
,Best place 👍👍👍👍 …  Lainnya,5
,Beautyfull ,5
,Tarabunga hill  Lainnya,3
,nice view  Lainnya,4
,Nice view...  Lainnya,4
,Nice view  Lainnya,5
,Amazing  Lainnya,5
