Nama Tempat,Ulasan,Rating
Pantai Pasir Putih Parparean,"Mantap, tmpatnya bersih.. namun harus hati2 mbiarkan anak2 berenang krna lokasi ini dekat dengan hulu sungai asahan.. ",5
Pantai Pasir Putih Parparean,"Pantai yg luas,
disebelah kanan dan kiri juga ada pantai tapi uda beda lokasi .
Harga makanan terjangkau ",5
Pantai Pasir Putih Parparean,"Tempat sejuk, akses mudah dilalui, petunjuk arah jelas ",5
Pantai Pasir Putih Parparean,"Tempat ini bagus banget, pemandangan nya yang luar biasa ",5
Pantai Pasir Putih Parparean,Tidak ada seorang pengelola atau penjaga pantai. Sepi. Sarana cukup bagus karena baru renovasi. ,3
Pantai Pasir Putih Parparean,"Pasir di pantai memang putih dan lumayan bersih. Hanya sayangnya penataan ruang di pantai terlalu banyak menggunakan pedestrian sehingga pantai pasirnya sendiri menjadi sempit. Walaupun begitu, masih terdapat beberapa fasilitas yang lumayan …  Lainnya",3
Pantai Pasir Putih Parparean,"Beach nya bersih, tertata dengan baik, ada arena bermain anak, kalau bisa please pengunjung jangan buang sampah sembarangan!! ",5
Pantai Pasir Putih Parparean,"Pemandangan pantai danau yang indah,suasana asri, udara segar, pantainya dangkal cocok  untuk mandi anak anak...rekom tuk tempat rekreasi keluarga. ",5
Pantai Pasir Putih Parparean,"Mantap!

Tidak ada lampu jalan kesana, kalau jalan kaki malam2 suasana jadi seru 😄 … ",5
Pantai Pasir Putih Parparean,Penyewaan pondok untuk turis atau d luar Sumut sangat mahal berbeda dengan penduduk setempat ,5
Pantai Pasir Putih Parparean,Semakin banyak perubahan. Harus masuk jadi tempat wisata kunjungan kalian ya. ,5
Pantai Pasir Putih Parparean,"Tempat luas, air jernih, pondok kurang banyak, pohon kurang banyak ",5
Pantai Pasir Putih Parparean,"Tempat yang pas untuk bersantai nongkrong bareng teman rekan keluarga, jangan datang sendiri nanti ga ada yang fotoin 😂 … ",5
Pantai Pasir Putih Parparean,"Pasirnya gak putih, lumayan kotor.
Airnya dangkal, cocok untuk anak2. ",2
Pantai Pasir Putih Parparean,Bagus tempatnya... bisa gak minta no hp yang punya pondok ,5
Pantai Pasir Putih Parparean,"Serasa di pantai kute,dengan putih pasirnya yg mempesona. ",5
Pantai Pasir Putih Parparean,"Tempat nya nyaman dan cocok buat keluarga, mata dimanjakan dengan pemandangan khas danau toba.. Bisa mandi di pantai. Perlu dikelola lebih lagi oleh pemerintah maupun pihak swasta agar menarik wisatawan lokal dan non lokal. ",4
Pantai Pasir Putih Parparean,"Pantainya bersih, pemandangan bukit dan danau toba pulau samosir juga kelihatan dari sini bisa camping juga😅 … ",5
Pantai Pasir Putih Parparean,Keindahan danau toba dari sisi yg lain. Deburan ombaknya mengingatkan kita pada laut ,4
Pantai Pasir Putih Parparean,"Kalau nemu sunset disana tuh emang beruntung banget. Apalagi kalau lagi sepi. Bisa banget jadi tempat hiling 🥰
Kebersihan disana juga dijaga banget. Minusnya cuma akses kesana masih perlu sedikit perbaikan lah, selainnya udah cukup memuaskan 👍 … ",4
Pantai Pasir Putih Parparean,"Bagus, jarak nya juga tidak terlalu jauh dari Prapat, tempat lumayan lah  untuk liburan bareng keluarga, meskipun belum terlalu rampung 100 persen ",4
Pantai Pasir Putih Parparean,"Sekalipun saya kristen..itu tolong yah...anjing-anjing jangan ikut mandi di pantai...padahal pegawai disana rata-rata non kristen (kok pada dibiarin yah), selain itu pengunjung banyak muslim (kayak ga menghormati). Di Gazebo banyak lalat …  Lainnya",2
Pantai Pasir Putih Parparean,"Hati² atap lapak disini terlalu rendah, kepala pengunjung selalu jadi korban, buat pengelola tpt ini baiknya ada pemebenahan ",5
Pantai Pasir Putih Parparean,"Tempat ini bagus buat kalian yg ingin pemandangan indah yg ingin di lihat disini. Ayooo gaesss kunjungi di waktu senggang kalian.. gak mahal mhal kok murah aja biaya kesana. Bawa keluarga,pasangan dan pacar kalian.... ",4
Pantai Pasir Putih Parparean,"Berlibur bersama keluarga ke pantai pasir putih cukup menyenangkan
Selain lokasinya, penginapan nya juga cukup bagus ",5
Pantai Pasir Putih Parparean,"Pokoke enak buat wisata keluarga,  parkir aman, harga jajanan juga murah ",5
Pantai Pasir Putih Parparean,"Salah satu Pantai yang Indah di Tepian Danau Toba,  ayooo segera berkunjung kesana,  aman buat berenang anak anak,  karena air yang bersih dan dangkal ",5
Pantai Pasir Putih Parparean,Very beautiful place. Pantai tapi ada tamannya jadi menambah keindahannya. ,5
Pantai Pasir Putih Parparean,"Tempat yg cocok untuk keluarga dan anak-anak, banyak penjual souvenir dan ada mushola juga ",3
Pantai Pasir Putih Parparean,Mau foto di jembatan aja ada biaya nya. Aduh...🤦‍♀️🤦‍♀️🤦‍♀️ … ,4
Pantai Pasir Putih Parparean,"Lokasi mudah dijangkau, bersih, sayangnya prokes pengunjung kurang dipantau ",5
Pantai Pasir Putih Parparean,"pasir putih di tepian danau toba tempat wisata yang bagus,,,,Porsea,,,, ",4
Pantai Pasir Putih Parparean,"Tempat wisata yang booming Akhir-akhir ini di Porsea..
Sudah lama pantai ini dibuka namun baru akhir-akhir ini terkenal di sekitaran Tapanuli Raya.. …  Lainnya",5
Pantai Pasir Putih Parparean,"Pasirnya bersih, dan bisa liat sunset dari dekat. Keren buat wisata keluarga ",5
Pantai Pasir Putih Parparean,Lokasinya enak... ,5
Pantai Pasir Putih Parparean,"Tidak perlu bayar uang masuk, hanya bayar Parkir dan pendopo saja sudah bisa menikmati pemandangan indah ini ",5
Pantai Pasir Putih Parparean,tempat yang bagus buat ajak keluarga ,5
Pantai Pasir Putih Parparean,Tempatnya asik buat keluarga. Bisa mandi mandi dan aman buat yg ngk bisa berenang. ,5
Pantai Pasir Putih Parparean,"Alamnya sangat fresh,
Rilex semacam di pantai tapi airnya tawar, ",5
Pantai Pasir Putih Parparean,"Tempatnya bersih, gk terlalu ramai. Enak lah ",4
Pantai Pasir Putih Parparean,Bagus terawat dan teratur. Duduk di sini di kutip bayaran kebersihan 50K namun pantai ini terlihat terawat dan bersih. Toilet jg bersih jadi sepadan. Bagus pemandangan dan udara disini bikin betah berlama lama ,5
Pantai Pasir Putih Parparean,"Petugas songong dan gak sopan ketika ditanya kenapa air bersih dikamar mandi kok gada, jawabnya malah ngegas dihh. Toilet bayar, bayangin aja 10x ke toilet, 10x bayar😝😂😂 GABANGET lah kesan pertama ke tempat ini … ",1
Pantai Pasir Putih Parparean,Bagus loh tempatnya indah😗😗😜😜😛😛 … ,5
Pantai Pasir Putih Parparean,Seperti biasa banyak tiket2 saat memasuki kawasan ,4
Pantai Pasir Putih Parparean,Berkunjung hari libur  & weekend full ramenya. ,4
Pantai Pasir Putih Parparean,"tempatnya bersih,nyaman dan anak anak pada suka ",5
Pantai Pasir Putih Parparean,Lumayan bagus cuma kurang penataan...dan fasilitas air bersih minim sekali..sehIngga mau mandi harus rebutan....pondok terlalu mahal dengan tpt yg kurang nyaman...monon pengelola untuk memperhatikan lagi terutama masalah air bersihnya... ,3
Pantai Pasir Putih Parparean,Pantainya sih masih kurang perawatan ,4
Pantai Pasir Putih Parparean,Lokasi yang strategis...pantai yg luas di tambah pemandangan sekitar yang sangat indah ,5
Pantai Pasir Putih Parparean,"Tempatnya bagus dn nyaman, pengelola ramah dn bersahabat. Hanya jln masuknyanya kurang bagus tapi nggk trlalu panjang kok hnya skitar 1 km.. Liburan keluarga  sangat OK dn hemat biaya, srasa ingin mengulang kembali... ",5
Pantai Pasir Putih Parparean,Lumayanlah tempat nya ,4
Pantai Pasir Putih Parparean,Tempatnya lumayan Bagus ,5
Pantai Pasir Putih Parparean,"Sensasi Main Ke pantai Dengan Air Danau Toba Yg Dingin
.👍👍👍 … ",5
Pantai Pasir Putih Parparean,"kalau mau berenang di danau Toba yang masih ada pasirnya..ini tempatnyaaa
aman juga untuk anak kecil. ",4
Pantai Pasir Putih Parparean,"Tempat oke tapi soal biaya gak banget, apa apa bayar, sekali pake 2000 udh itu harus bayar dulu lgi😂😂, tiket masuk bayar, parkir bayar, tempat duduk beda sama buat biaya makan, tempat paling aneh, buat yg mau coba2 ya bisa dipertimbangkan dulu lah 🙂 … ",2
Pantai Pasir Putih Parparean,Sangat terhibur dgn wisata danau tobanya ,5
Pantai Pasir Putih Parparean,"Masuk gratis, duduk² d kursi bawah pohon bayar uang kebersihan 30rb

Harga makanan standar
Pantai bagus landai ",5
Pantai Pasir Putih Parparean,Pantai yg paling bersih diantara semua pantai yang ada diseputaran Danau toba.sangat recommended tempat liburan keluarga. Pantai yg landai dan hamparan pasir putih yang bersih serasa anda berkunjung ke Hawaii. ,5
Pantai Pasir Putih Parparean,"hmm wktu itu rame bgt .. gk bisa dibilang ""healing""
krna rame nya banget banget
jdi bukan nya liat pantai malah liat wisatan yg main 😅 … ",4
Pantai Pasir Putih Parparean,"Mantap Guys,pemandangan nya indah dan sejuk ",5
Pantai Pasir Putih Parparean,"Orang2nya ramah
Tempat bersih
Harga standar wisata ",5
Pantai Pasir Putih Parparean,"Nyaman, aman bersih. Boleh juga nongkrong bersama keluarga anda 😊🙏 … ",4
Pantai Pasir Putih Parparean,"Tempatnya bersih luas pantainya cocok untuk coxok untuk bawa anak2... 👍
Harapannya harga pondok2 nya jangan mahal2 lah... … ",4
Pantai Pasir Putih Parparean,Pemandangan indah dengan beberapa hiasan tugu yang diukir dengan Gorga Batak. Nyaman dan cocok untuk santai. ,5
Pantai Pasir Putih Parparean,"Kerennnnn....
Perpaduan langit dan danau yang mempesona. Pasir putih yang masih bersih. ",5
Pantai Pasir Putih Parparean,Pokok nya nyesal kalau ga kesana...sumpah bagus banget..✌👍👍👏 … ,5
Pantai Pasir Putih Parparean,Sejuk & asri..... ,5
Pantai Pasir Putih Parparean,"Kolam raksasa, mantap ",5
Pantai Pasir Putih Parparean,"Bagus, bersih 8/10 ",5
Pantai Pasir Putih Parparean,"Seru, tmpatnya bersih, ramah, udah gitu cocok buat klangan anak""-dewasa, bahkan ortu... ",5
Pantai Pasir Putih Parparean,Pungli nya di kurangin dikit ,1
Pantai Pasir Putih Parparean,"Tempat wisata yg asik dan cocok utk spot foto2, dan wisata air, aman utk anak² dan tentunya harus dengan pengawasan orang tua. Namun kondisi cuaca panas terik yang harus jadi pertimbangan ",3
Pantai Pasir Putih Parparean,Not bad. Aman untuk anak2 ,4
Pantai Pasir Putih Parparean,Bersih dan indah ,5
Pantai Pasir Putih Parparean,indah ,5
Pantai Pasir Putih Parparean,Apa2 di duitin yg bener aja gelar tiker sendiri di pingir pantai bayar 🤦‍♀️ pantas lah gak maju2 wisata di toba ini … ,1
Pantai Pasir Putih Parparean,"Mulai ada perubahan, lebih bersih ",5
Pantai Pasir Putih Parparean,"Pemakaian Mushala yang terlalu dikekang, bahkan ketika saya hendak Shalat Dhuha pada pukul 11 Mushala tidak boleh dibuka, karena jam tengah 1 baru boleh dibuka. Itupun petugas hendak ingin menutup kembali gerbang Mushala ketika pengunjung …  Lainnya",3
Pantai Pasir Putih Parparean,"Tempat yg lagi ramai baru dibuka tuk umum, rekreasi keluarga dan ramai juga dikunjungi kawula muda . Hamparan pantai pasir putih , air yg jernih saran permainan anak-anak dengan berbagai fasilitas disekitar. Ada penjual makanan dan minuman …  Lainnya",4
Pantai Pasir Putih Parparean,"Pertama kali kesini karna kppm, itupun bareng teman kelompok ku😂 … ",5
Pantai Pasir Putih Parparean,"Tempat nya seru ,view nya bagus banget apalagi kl subuh.bisa lihat matahari terbit ",5
Pantai Pasir Putih Parparean,Tempat wisata air tawar yg memiliki banyak wahana permainan dan keindahan bukit yg luas. ,5
Pantai Pasir Putih Parparean,Tempat yg bagus untuk bersantai sambil mandi dan berenang dipniggiran Danau Toba ,5
Pantai Pasir Putih Parparean,Hehehe... Keren ini pantai! ,4
Pantai Pasir Putih Parparean,Luar biasa keren ,5
Pantai Pasir Putih Parparean,"Pemandangannya luar biasa indah
Masih bersih dan bebas sampah
Kekurangannya cuma satu yaitu jalan menuju tempatnya masih jelek dan lokasi pantainya agak jauh dari jalanbesar ",5
Pantai Pasir Putih Parparean,"Bagus romantis, airnya jernih pasirnya putih. ",4
Pantai Pasir Putih Parparean,Apakah ada peginapan nya info nya dong ,5
Pantai Pasir Putih Parparean,"Tempat ini sangat cocok buat keluarga berwisata. Selain tempatnya bersih, pantai danau tobanya dangkal Dan banyak pasir, jadi pas buat anak2 berenang di danau toba. Fasilitasnya lumayan lengkap, kamar Mandi, tempat musolah, tempat sampah lengkap. ",4
Pantai Pasir Putih Parparean,"Es jeruknya rasa air putih hanya warnanya saja yang orange,dan jus alpukatnya tidak ada rasa,seperti rasa air putih saja
Kurang perhatian kah mungkin? …  Lainnya",1
Pantai Pasir Putih Parparean,"Sudah bagus,tapi perlu lagi di tingkatkan untuk kebersihannya ",3
Pantai Pasir Putih Parparean,Toilet buruk ,1
Pantai Pasir Putih Parparean,"Salah satu tempat yang asik untuk sekedar melepas penat bersama keluarga ataupun teman. Dengan view yang bagus dan pasirnya yang cukup lembut untuk dipijak. Serta temat ini juga lumayan dekat dengan jalan raya, sehingga cukup mudah …  Lainnya",4
Pantai Pasir Putih Parparean,Lokasi dekat rumah & aman bawa anak2 ,5
Pantai Pasir Putih Parparean,"Overall lebih bersih, lebih rapi dibanding bulbul ",5
Pantai Pasir Putih Parparean,Pantai pasir putih yang keren tapi sayang belum ada penginapan nya jadi bawa tenda untuk tidur disana ,4
Pantai Pasir Putih Parparean,"Tempatnya bersih dan nyaman, luas dan pantainya dangkal. Perlu siapin uang kecil tuk toilet juga agar tetap bersih 😀 … ",4
Pantai Pasir Putih Parparean,"Cocok buat nyantai dan lepaskan penat, serta membawa anak anak bermain, disini tersedia tempat makan, harga masih standar, spot foto juga indah, sunsetnya keren juga ",5
Pantai Pasir Putih Parparean,Sumpah pemandangan asli saat indah pembayaran pondok hanya 50 ribu ,5
Pantai Pasir Putih Parparean,"Pantainya kena tsunami, gk keliatan. Eceng gondok bnyak. Dihari lebaran ini, pantainya gk terurus. ",1
Pantai Pasir Putih Parparean,"Tempatnya bagus...
Sewa tenda 20 rb..
Ngopi, nge mie, mantulll 👌 … ",4
Pantai Pasir Putih Parparean,tempat asik untuk menikmati sunset ,5
Pantai Pasir Putih Parparean,Lumayan bagus dan sudah berkembang ,5
Pantai Pasir Putih Parparean,"Dibandingkan 2 tahun yang lalu, pantai ini sudah lebih tertata. Jadi enak dan menarik untuk bersantai. Cuma ada 1 kekurangannya. Jalan masuk menuju pantai masih belum diperbaiki, masih bergelombang dan becek. ",4
Pantai Pasir Putih Parparean,"Pantainya indah & bersih.
Mohon pengelola lebih memperhatikan penempatan anjing penjaga lokasi yg suka berkeliaran & buang air sembarangan, bikin ilfil buat beli makanan ",3
Pantai Pasir Putih Parparean,"Pantai yang baru mengalami transformasi di pesisir Danau Toba. Pasirnya benar-benar putih sesuai dengan namanya. Viewnya bagus, lumayan untuk menarik banyak pengunjung. Prospek pantai ini bakal menjadi tujuan wisata andalan dan favorit di Tobasa. Semoga Pemda setempat selaku pengelola dapat terus merawat dan memajukannya ",5
Pantai Pasir Putih Parparean,Saya pernah ke pantai ini dan saya sangat suka dengan pantai ini ,5
Pantai Pasir Putih Parparean,"Pas buat anak2 dan keluarga, tempat y cocok buat santai dan rilex ",4
Pantai Pasir Putih Parparean,Terbentang luas nan indah ,5
Pantai Pasir Putih Parparean,"Ini view nya gilaaaaaa!!
Benar benar surga tersembunyi …  Lainnya",5
Pantai Pasir Putih Parparean,"Untuk kemari hanya dikenakan harga parkir kendaraan, tapi untuk sewa pondok akan dikenakan biaya lagi ",5
Pantai Pasir Putih Parparean,"Bagus buat anak².
Sewa tempat 50 ribu. Hari biasa. ",5
Pantai Pasir Putih Parparean,"Tempat nya cukup bagus,tetapi jika bawak anak2 lebih baik didampingi saat berenang didanau,sebab tdk ada penjaga
Apalagi saat datang air pasang ",5
Pantai Pasir Putih Parparean,Pasirnya bersih. Landai tidak langsung curam ,5
Pantai Pasir Putih Parparean,"Tempatnya bagus dan bersih, hanya saja perlu perbaikan utk fasilitas toilet/tempat ganti bajunya serta pengadaan akses transportasi dari simpang jalan besar ke tempat wisata. ",4
Pantai Pasir Putih Parparean,Sangat bagus sebagai salah satu tempat berwisata. ,4
Pantai Pasir Putih Parparean,Hanya bisa berenang doang. Ga banyak wahana nya seperti yang di parbaba. Parbaba masih lebih bagus. Disini spot buat foto juga ga banyak. Tempatnya ga luas juga sih. ,4
Pantai Pasir Putih Parparean,"Agak kusam, seperti tujuan wisata yg sdh usang. Banyak limbah dari wahana permainan yg sdh rusak dibiarkan terlantar. Dipoles sedikit, pasti makin menarik ",3
Pantai Pasir Putih Parparean,👍 … ,5
Pantai Pasir Putih Parparean,"Masa untuk tempat duduk aja kita harus bayar, padahal kan itu pemda yang bangun pondokannya?!! Makanannya juga lumayan mahal, kurang sesuai dengan rasa.. ",1
Pantai Pasir Putih Parparean,"Pantai pasir putih parparean memang tempat wisata yg menjanjikan,pengelola sangat ramah,pantainya cukup aman bagi anak-anak.Silahkan berkunjung pasti memuaskan. ",5
Pantai Pasir Putih Parparean,Tempat ini merupakan tempat yang indah penuh dengan pasir yang putih dan halus. Tempat ini juga bersebelahan dengan proyek pembangunan kapal fery milik Pemerintah Kabupaten Toba Samosir. Memiliki tempat bermain dan berfoto diatas air. ,5
Pantai Pasir Putih Parparean,"Tempat liburan yang pas untuk tempat bermain anak"" ",5
Pantai Pasir Putih Parparean,"10-20m kedepan tidak terlalu dalam karena dulu ditimbun, pada hari libur akan sangat ramai, indah, sangat bagus ",5
Pantai Pasir Putih Parparean,Sangat rekomendet banget buat liburan keluarga ,5
Pantai Pasir Putih Parparean,Menyenangkan..bersih dan nyama ,4
Pantai Pasir Putih Parparean,"Ke lokasi wisata ini jalannya masih buruk dengan genangan air, cuma lokasi wisata ini bagus dengan area yg sudah tertata, fasilitas nya lumayan dengan view perbukitan dan air danau Toba. ",4
Pantai Pasir Putih Parparean,Bagus sih ,5
Pantai Pasir Putih Parparean,"Lumayan bagus untuk wisata keluarga. Murah meriah. Ada speed boat, banana boat dan arena mainan anak2 (Jetty apung). ",3
Pantai Pasir Putih Parparean,"Tempatnya bagus dan di kelola dengan baik, tetapi fasilitas untuk wisatawan yg datang dari jauh, masih blm memadai, dan akses jalannya masih tanah ",4
Pantai Pasir Putih Parparean,"Luar biasa,santai ",5
Pantai Pasir Putih Parparean,"Lumayan lah... Tapi ada uwak"" yg jaga musholla serem bet >< ",3
Pantai Pasir Putih Parparean,"Tempat nya bersih, nyaman, sejuk banyak angin sepoi sepoi, bnyak ornamen khas batak. Rekomendasi buat kalian yang lagi jalan jalan ke balige ",5
Pantai Pasir Putih Parparean,Pasirnya putih bersih dengan landscape permukaan danau yang jauh dan melebar. Tempat yang sangat bagus untuk berwisata dan sebagai dating place untuk pasangan muda. ,5
Pantai Pasir Putih Parparean,Suasana menyejukkan hati ,5
Pantai Pasir Putih Parparean,Sejuk di pagi hari panas di siang dan sore hari. Makanannya dijual mahal. ,3
Pantai Pasir Putih Parparean,Salah satu t4 terbaik utk menikmati keindahan danau toba ,5
Pantai Pasir Putih Parparean,Tempat nya indah lokasi nya yg cukup bagus dan pasir putih nya yg begitu cantik dan air nya jernih pokoknya mantap ,5
Pantai Pasir Putih Parparean,"Ramai dikunjungi oleh orang
Pemandangan yang indah dan tersedia tempat duduk untuk santai ",4
Pantai Pasir Putih Parparean,"The beessssss lah .
Sngat recomen bnget lah . ",5
Pantai Pasir Putih Parparean,"Tempat nya oke buat nyantai...

Aman terkendali …  Lainnya",4
Pantai Pasir Putih Parparean,"Sepertinya ini pantai paling indah di danau toba, tiket masuk mobil hanya Rp. 5.000,- ",5
Pantai Pasir Putih Parparean,Pantai yang lumayan bersih... mantap ,4
Pantai Pasir Putih Parparean,Cukup....menyenangkan ,5
Pantai Pasir Putih Parparean,"Suatu tempat di pesisir danau Toba yang memiliki keindahan luar biasa. Namun, perlu banyak hal yang harus dibenahi masyarakatnya, terutama karakter masyarakat setempat. ",1
