Nama Tempat,Ulasan,Rating
,"Air terjun ini berada dipinggiran  danau toba..
Tempatnya sangat sejuk dan tenang...
Jgn lupa bawa air minum dan makanan secukupnya bila berkunjung ke tempat ini ya. …  Lainnya",5
,"Tempat terunik dan indah, air terjun langsung jatuh ke laut, sungguh indah ciptaan Tuhan  Lainnya",5
,"AMAZING WATERFALL, U GUYS SHOULD VISIT THIS WATERFALL!

airnya seger banget, dari mata air langsung, buat renang atau mandi aman kok, seger banget ditambah pemandangannya liar biasa! ",5
,"Lokasi sejuk dan air jernih,,, tidak disarankan berenang disini, karena dalam dan medan yang cukup terjall ",4
,"Pesona alam air terjun sangat bagus, indah buat selfie dan cocok yg suka mandi di alam bebas.. ",4
,Air Terjun Situmurun merupakan salah satu tempat yang wajib kamu kunjungi bila berlibur atau tinggal di sekitaran Danau Toba. Tempat sangat menenangkan apalagi jika kamu melihatnya secara langsung. …  Lainnya,4
,"Air terjun yang langsung jatuh ke Danau Toba, sungguh keindahan yang luar biasa, gak ada rute darat nya, jadi kemari itu harus dari danau, harus nyewa kapal dulu, jadi belum terlalu banyak yang kemari, dengan nuansa alam yang masih asli yang ngeliat nya aja udah segar apalagi kalau udah mandi, jadi pengen kesini lagi 😀 … ",5
,air trjun yg msh alami jauh dri sentuhan org2...bru mulai tahap pmbngunan...tempatnya sgat bgus ... ,5
,Segera Pemda ambil alih pengelolaannya. Aspek keselamatan  dan lingkungan yang harus dipatuhi perlu perhatian serius. ,4
,satu satunya air terjun disumatera utara yang langsung jatuh airnya ke danau toba. untuk menuju kesini kita mesti naik kapal dari pelabuhan ajibata parapat. ,5
,Viewnya bagus. Memang harus ada harga buat liat air terjun ini. 2 jam perjalanan dari tomok sirna lelahnya pas udah liat cantiknya air terjun sama pinggir danaunya ,5
,"Cakep deh, suasananya dan perjalanan nya  Lainnya",5
,"Yes, makan ikan mas bakar dikasih danau Toba plus air terjun ",5
,"Unik, air terjunnya langsung ke danau toba ",5
,Ada yg tau cara kesini dari tuktuk samosir?.. dan minta contact person (no WA) kapal kalau ada yg tau.. trmksh ,5
,"Keindahan ciptaan Tuhan yang ditawarkan melalui Air Terjun Situmurun, sangatlah indah dan bagus untuk didatangi oleh turis dari dalam dan luar negeri. 💕 … ",5
,"(English)
Beautiful and relaxing place, but friendly reminder not to swim there-
(Bahasa) …  Lainnya",5
,"Seru.. berenang melawan arus air tejun di danau Toba. Wajib pake jaket pelampung.. tapi hati2 jangan dekat ke kapal, bisa tersedot.. ",4
,"Tempat berwisata yang sangat unik, karena mempertemukan antara danau dengan air terjun yang tinggi dan indah, sayangnya fasilitas penunjang nya tidak terperhatikan, tidak ada tempat jajan, dan tidak terawat, padahal bisa menjadi potensi pariwisata yang sangat baik ",5
,"Luaaar biasa ...
Bagus banget
Indah , bikin pikiran tenang
Cuma mesti rental  ferry kl ke sini ",5
,bagus  Lainnya,5
,Ternyata Sumut punya cerita dibalik danau toba.... recomended bangeet .. ,5
,"Saya baru kesana dan kluarga pas libur lebaran kmrn. Air nya dinginn, segar. Kpd pengunjung hati2 jangan ke deket pusaran air nya, krn dalam dan derass. Kalau kesna musti nyewa 1 kapal dgn harga yg lumayan . …  Lainnya",5
,"Air terjunnya indah dan ada dermaga kecil.buat foto2. Ada 1 penjual kopi dan mie instan di sana, tersedia air panas beli lah dagangannya dan buang sampah pada tempatnya. Untuk pemkab setempat tolong di rapikan tenda2nya spy ngga kumuh. ",5
,Air terjun langsung kedanau toba 👍👍 … ,5
,Viewnya bagus. Menuju kesan harus sewa kapal ,5
,Sangat indah..tdk kecewa melihatnya. ,5
,"Sungguh indah, air yg membuat hati adem ",5
,"Untuk menikmati indahnya air terjun ini..
Sebaiknya anda menyewa kapal² kecil..
Yang memang banyak untuk disewakan …  Lainnya",4
,Pemandangannya luar biasa. ,5
,"Tempat nya sangat keren,...
Pokoknya gak nyesel datang ke tempat ini... ",5
,"Suasana yg mendukung utk ngopi nih, sayang tempatnya belum dikelola dengan baik ",4
,"Salah satu spot di danau toba. Disini bisa untuk berenang (walau kurang disarankan), tapi sebaiknya tetap memakai jaket pelampung karena arus dari pusaran air terjun cukup kuat. juga cukup dalam. Sayang tidak ada tangga teras yg memudahkan perenang kembali ke daratan ",5
,"Konek ke alam, menarik aura positif alam (chakra alam) (sennin mode) ",5
,"Air Terjun Binangalom ada beberapa yang familiar dengan nama air terjun Situmurun bahkan ada juga dengan nama air terjun Siarsam. Kata Binangalom berasal dari nama sebuah sungai, yaitu Lum. Lum atau Lom dalam bahasa Batak Toba dapat …  Lainnya",5
,"Sangat sangat luar biasa indah dan lestari, sangat tenang berada disana, tolong utk dinas pariwisata agar menjaga tempat nya tetap asri agar tidak ada yg berjualan atau membuat pos atau warung di lokasi air terjun ini ",5
,"Air terjun ini sungguh indah..
Butuh.. Pembenahan Pemerintah yang cerdas.. agar air terjun ini, lebih baik..
Semoga ",4
,Salah satu dari air terjun yang jatuh langsung ke Danau Toba. Debit airnya sendiri cukup deras terutama di musim hujan. Walaupun demikian air terjun ini airnya sangat jernih dan bersih karna bersumber dari mata air di pegunungan sekitar …  Lainnya,5
,"Air terjunnya menyegarkan berpadu dengan alamnya yg masih alami. Rugi x kalau tak mandi dibawah air terjun.
Kalau ingin kesini bawa bekal makanan n minuman apalagi kalau hari biasa (bukan hari libur) penjual makanan n minuman tidak ada ",4
,"Mantap...
Pemkab nya semoga cepat dilirik ini supaya mendunia... ",5
,"Salah satunya air terjun yang langsung jatuh ke danau toba ,dengan panorama alam yang masih asri .
Di tempat ini kita bisa berenang dengan melawan arus airterjun situmurun. Serta …  Lainnya",5
,Perjalanannya terlalu memakan waktu ,3
,"Air Terjunnya indah, banyak juga wisatawan lokal yang berkunjung ke air terjun ini pada waktu weekend, untuk fasilitas masih kurang memadai. Disitu hanya ada satu warung yang menjual kopi dan makanan ringan. Tapi overall recomended lah. ",4
,"Bisa di tempuh dengan menyewa kapal dari pelabuhan di depan Hotel Atsari atau dari Pelabuhan Tiga Raja, Parapat. Untuk lebih hemat biaya, bisa ikut ke tour package atau open trip. Tempat yang paling menyegarkan untuk main air ",5
,"Keren air terjunnya, air disekitarnya juga jernih bisa lihat ikan2 dibawah. ",5
,Bermain kayak menuju air terjun situmurun dari pantai bul bul balige ,5
,"untuk sampai ke air terjun ini kita harus menyewa kapal dari kota prapat atau tomok.tidak ada feri umum ke tempat ini.dari prapat atau dari tomok kira2 2 jam perjalanan.selama perjalanan kita tdk akan bosan,karena melihat indahnya danau …  Lainnya",4
,Pengalaman dan perjalanan luar biasa untuk menikmati air terjun situmurun dikawasan geopark Kaldera toba. Rasakan percikan air diatas speedboat ,5
,Satu satu nya air sungai yang langsung terjun ke Danau Toba. Akses via jalan darat dari Lumbanjulu ke Binangalom atau ke Pangaloan/ Jonggi Nihuta selanjutnya carter boat ke lokasi ini. Demikian info dari kami ,5
,"Air terjun yang langsung jatuh ke danau Toba. Pemandangan bagus, bisa berenang langsung di bawah air terjun. bawa pelampung untuk pengaman.
Fasilitas perlu ditingkatkan ",4
,"bagus karna selain pemandangan dan panorama yg indah di danau toba juga sangat bersih.  ada tempat santai dan saat ini pembaharuan terus di lakukan.
dan disana juga bisa belanja ikan seperti lobster tawar yg sangat lejat. ",5
,"My village
Kampung halamanku
Desa jonggi nihuta kecamatan lumbanjulu kabupaten toba samosir provinsi sumatera …  Lainnya",5
,wisata yang menjanjikan masa depan area Danau Toba ,5
,Bagus indah ketingian air terjunnya. ,4
,"Objek wisata baru yang eksotis, air terjun 30 m lgsung ke danau toba, fasilitas jalan pantai dibangun geopark. Masih memerlukan pembenahan tambahan. ",3
,Sayang..gk ada tempat santainya ,5
,"Sangat mempesona dan takjub, ",5
,"Mantap kali lh pokoknya tempat nya.
Untuk kawan2 semua, Klian harus kesini ",5
,Keren ,5
,Sensasi luar biasa terasa waktu loncat dari tebing dan duduk di bawah air terjunnya yg dingin. ,5
,Mantap bagi yg suka mandi alam bebas seger poll ,5
,Luar biasa...satu satunya air terjun yang paling indah.langsung ke danau toba.Horasss...!!!ayo ke waterfall situmurun.🚤🚤🚤🚤🚤🚤🚤 … ,5
,"Kalau kami bulan 9 tahun 2016 naik kapal dari tuktuk,fasilitas dari hotel seh ",4
,Pemandangannya bagus dan asri. Namun untuk sampai ke tujuan harus naik kapal beberapa menit. ,3
,Belum banyak orang tahu mengenai air terjun ini. Airnya masih bersih dan jernih. ,5
,airnya segar dan bersih ,5
,Menyenagkan (yang minat hubungi saya dfb) ,1
,Kamu mesti kesini guys... Bisa mandi sepuasnya terjun langsung ke danau Toba 😍 … ,5
,Sangat luar biasa👍👍👍 … ,5
,"View yang sangat bagus, jika anda belum pernah, maka cobalah untuk berkunjungu kesini, maka akan sangat berkesan 😀 … ",5
,Cantik sekali bisa berenang juga ,4
,"Mantap, air terjun langsung jatuh ke Danau Toba. ",5
,😎😎 … ,5
,"Mantap, trip panjang dengan pemandangan indah ",5
,Acara Outing Indolife RM5. Pemandangan dan air terjun nya menakjubkan.. ,5
,Ask: klo kita dr porsea ke aek situmurun nya bole dr lbn julu kah?? Ato harus dr parapat naik kapal trimakasi ,3
,Wow ,5
,"Keren
Tetap kita jaga kelestarian nya agar keindahan nya tetap terjaga dan bisa dinikmati oleh generasi mendatang ",5
,"Naik kapal dari porsea, bilang aja mau ke Binangalom, orang binangalom banyak yang datang ke porsea hari rabu ",5
,Sejuk.... ,5
,Tempat yg indah ,5
,"Tempat nya awesome !!!
Kalo mau kesini harus naik kapal ",5
,air terjun yg indah ,5
,"Beautifull place
Is the best lahh pokonya ",5
,Salah destinasi air terjun terbaik di danau toba ,4
,"Air terjun yang keren di danau Toba, hanya jauh sekali dari Parapat 😂 … ",5
,Tempat alami yang luar biasa ,5
,Tempat ini sungguh seruh dan sangat indah ,5
,"Ni foto tahun 2003 ya.
Masih asli blm ada bangunan ",5
,Luar biasa indah nya.. 👍👍👍 … ,5
,Cantiiiiikkkk................. Menariiiiikkkkkk....... ,5
,Rute ny dr mana ke sini dn akses ny gimna..?? Klw memang uda perna kesana... ,3
,Mantap bah..air terjun di binapasogit awak. ,5
,"Alami, ",4
,"yang belum pernah kesini, buruan! jamin gak akan nyesal deh ",5
,Sungguh luar biasa ,5
,Sangatt indahhh. Sangat bagus. Tp pengunjungnya sedikit ,5
,Horas lake toba ,5
,Keren... air terjun yang luar biasa indah ,5
,Alam yg asri air yg jernih ......ooh indahnyaaa...  😍😍😍 … ,5
,"Jauh, biasa saja ",1
,"Tempatnya bagus, tapi tidak bisa berenang untuk anak-anak ",1
,Tempat paling keren yang pernah aku kunjungin. ,5
,Satu satunya Air Terjun yang langsung Jatuh ke Danau Toba ,5
,Sedap ,5
,Keren banget. Air Terjun di tebing Danau Toba ,5
,Keren nih bisa mancing juga ,4
,Kamar mandi kurang memadai ,4
,Petualangan yang menyenangkan.  Sejuk dan mantap ,4
,Dingin sekali ,4
,air terjunnya keren... ,5
,Mantap...luar biasa keindahannya ,5
,"Harus kesini lah pokoknya, gak bosan bosan kesini... ",5
,Salah satu keindahan dari segelintir keindahan yang ada di Danau Toba ,5
,View yang mantap tidak mengecewakan ,5
,Air danau dan air sungai bersih ,5
,Luar biasa ,5
,Asik..nyaman...mantap ,5
,"Tempat yg indah, tp butuh perjuangan kesana ",5
,Seru. Sempatkan mandi walo sebentar ,5
,Surga yg belum terjamah ,5
,Air terjun yg indah ,4
,Cakeeeppp tapi lama di jalan aja sih ,5
,Tempatnya kehreen abis ,5
,Enak batunya tp licin bgt ,5
,Luar bisa indah nya ciptaan tuhan ,5
,Dri pelabuhan balige bisa ngk? ,5
,Pemandangan yang memanjakan mata ,4
,"Di jamin ngak bakalan nyesal deh, kalaw kesana,, ",5
,Pemandangan bagus ,5
,Kieraha jogja tour & event management ,5
,Wajib kesini...?!?!! ,5
,Airnya sejuk ,5
,Cukup menarik ,5
,Wisata lumayan bagus ,3
,"airny jernih
dan masih alami ",3
,Puas renang2 ,5
,Kurang cocok untuk anak2 ,2
,tempatnya keren! ,4
,Ok bagus banget ,5
,Panorama nya indah ,5
,luar biasa indah ,5
,Tempatnya lumayan bagus ,4
,Indah sekali ,5
,Kalau ke Toba wajib kesini guys ,5
,Sangat indah ,5
,Keren ,5
,👍👍👍 … ,5
,Wah... ,5
,Bagus dan natural ,4
,Masya Allah Tabaarokalloh ,5
,mantap ,4
,Potesi wisata yang menjanjikan ,5
,Bagus ,5
,Sangat indah ,5
,Tempatnya indah dan baguss ,5
,Tempat yang wajib dikunjungi ini ,5
,wisata alam yang natular ,3
,Indahnya Pesona Danau Toba ,5
,Luar biasa ,5
,Bagus ,5
,"Keren
Terjal ",5
,Masih asri ,4
,Mantap dach ,5
,Orang siarsam ,5
,Saya akan kesana ,4
,KEREN BEUUUDDD ,5
,Huh reakreasiii 👍👍 … ,5
,kren bgt...... ,5
,Kepingan Surga ,5
,Sumatera Utara ,5
,Mantap ,5
,Sangat indah ,5
,Bagus bangeeeeeet  Lainnya,5
,After along journey n the end can be pay off the great landscape n waterfall in danau Toba 👍👍👍 …  Lainnya,5
,"Beautiful waterfall at Great Toba Lake, quiet surroundings, just great, Alhamdulillah  Lainnya",5
,A very nice place to go. If you have a trip to Lake Toba. This place is only can be accessed with a motor boat. For me this place is kind of a very unique place. Kayaking in here is a must!!  Lainnya,5
,"We did a boat trip to the waterfall with BBQ on the boat. You can swim if you want, but most of all just enjoy the amazing views.  Lainnya",5
,We love to travel here! The water is super fresh and clean! Definitely will comeback! ,5
,"Bismillahirrahmaanirrohiim

Inilah indahnya ciptaan ALLAH SubhanaHu wa ta'ala. lainnya yang bisa dinikmati o …  Lainnya",5
,"Highly recomended to visit. Only less than 1 hour by boat from Danau Toba Cottage, Parapat,  using catamaran boat with family.  Lainnya",5
,air terjunnya biasa aja.. enak juga buat mandi.. lebih aman kalo pake pelampung. …  Lainnya,5
,beautiful waterfall. have to use boat to get there  Lainnya,5
,"Tempat sejuk, tenang, akan datang lag …  Lainnya",5
,"Really nice place, fresh water & beautiful panorama!  Lainnya",5
,"Situmurun waterfall, Toba, North Sumatera Indonesia. A must see destination at Lake Toba  Lainnya",5
,"It's a pretty nice waterfall that falls into the lake. There's a little area next to the falls where you can hang out, but there's not much here other than that. It's pretty and worth a visit though. We took a speedboat from Tuk Tuk in …  Lainnya",4
,How so Amazing... Best one..  Lainnya,5
,"Great place to enjoy natural white noise and scenery. Bring your own food, drink, and clothes because nobody sell anything there. Just nature showing off it's greatness  Lainnya",5
,Tempat yang bagus dan keren ,5
,"Very beautiful place...
👍👍👍👍 …  Lainnya",5
,Waterfall meet the lake. Wünderschön!!  Lainnya,5
,"Great place, fresh air, but if we want to play or swim nearby should be accompanied by a guide or who already know the area for safety :)  Lainnya",5
,My favorite spot in Lake Toba -  Lainnya,4
,"Briliant idea for ""healing""  Lainnya",5
,you can see little rainbow and small fish jumping between waterfall  Lainnya,5
,Air terjun ini dikeramatkan oleh masyarakat Jonggi Nihuta secara turun temurun. ,5
,Woooow the best of waterfall in Toba Lake...it's have cold water and very tall ,5
,Incredible nature.  Lainnya,5
,Lovely place.... It has a beautiful sight. And this should a tourism destination...  Lainnya,4
,"You have to visit this place!!!
It takes 2 hours from Prapat (North Sumatera) by boat.  Lainnya",5
,Very gorgeous site...  Lainnya,5
,keren keren keren pol pol po …  Lainnya,5
,"Great view
A beautiful waterfall that ends at the great Lake Toba
Surrounding scenery is marvelous  Lainnya",5
,Excellent place!  Lainnya,5
,"Great waterfall. It take 1.5 hours by boat from Tuk Tuk to here, its woth it!  Lainnya",5
,The water which fall from the waterfall is like icewater.very fresh n cool. ,5
,"Great, natural views,  fresh and affordable  Lainnya",5
,Awesome spot to stop by and have a quick dip. Amazing view!  Lainnya,5
,Incredible waterfall.. the one and only waterfall goes to Lake Toba😍 …  Lainnya,5
,This place not only beautifull but you also can go near the waterfall.  Lainnya,5
,One of the 7 spectacular icon in LAKE TOBA. Must visit  Lainnya,4
,Air terjun yang indah dengan air kolam yang  …  Lainnya,4
,Pemandanganny …  Lainnya,4
,Wonderful place  Lainnya,5
,So fresh air surrounding this water fall  Lainnya,5
,It should have be a good location to search tranquility.  Lainnya,5
,Air terjun kecil. Toiletnya kotor. ,3
,It's take about 1 hour to this place from Tuk-tuk  Lainnya,2
,Amazing  Lainnya,5
,Nice place  Lainnya,5
,Bagus dan alami ,4
,Clean fresh cool water to frolic in.  Lainnya,5
,Wonderful  Lainnya,5
,Keren...bersih...cantik.. …  Lainnya,5
,Beautiful water fall  Lainnya,4
,Love the serenity of this part of Toba Lake ,4
,Aku lelah pergi k …  Lainnya,5
,The art of God. ,5
,Really awesome waterfall .  Lainnya,4
,Beauty of nature. Wonderful ,5
,Dingin dingin din …  Lainnya,5
,Hidden Paradise In Toba Lake  Lainnya,5
,Danau Toba yang lua …  Lainnya,4
,Nice place  Lainnya,5
,In  Lainnya,3
,Blessing never stops  Lainnya,5
,Wonderfull ,5
,Wonderfull waterfall  Lainnya,5
,Tempat yang ind …  Lainnya,5
,Amaazing  Lainnya,5
,Ok  Lainnya,5
,Paradise ,5
,Beautiful ,5
,Amazing  Lainnya,5
,Stunning view  Lainnya,5
,Wawww ,5
,kerreeeennn ,5
,Thats wonderful ,5
,Great wonderful  Lainnya,5
,Awesome place  Lainnya,5
,Awesome Waterfall  Lainnya,5
,wonderfull ,5
,Amazing  Lainnya,5
,Amazing...  Lainnya,5
,Amazing.....  Lainnya,5
,Amazing  Lainnya,5
